Description,Sector,Industry,Exchange
PERSISTENT SYSTEMS LTD.,Technology Services,Information Technology Services,BSE
ZAGGLE PREPA OCEAN SER L,Technology Services,Packaged Software,NSE
SPS INTERNATIONAL LTD.,Technology Services,Data Processing Services,BSE
STERLITE TECHNOLOGIES LTD,Technology Services,Information Technology Services,NSE
VL E-GOVERNANCE & IT SOLUTIONS,Technology Services,Information Technology Services,BSE
RELIABLE DATA SERV,Technology Services,Data Processing Services,NSE
RAMCO SYSTEMS LTD.,Technology Services,Information Technology Services,BSE
XTGLOBAL INFOTECH LIMITED,Technology Services,Information Technology Services,BSE
PB FINTECH LIMITED,Technology Services,Internet Software/Services,BSE
NIHAR INFO GLOBAL LTD.,Technology Services,Information Technology Services,BSE
63 MOONS TECHNOLOGIES LIMITED,Technology Services,Packaged Software,BSE
KSOLVES INDIA LTD,Technology Services,Packaged Software,NSE
TAKE SOLUTIONS,Technology Services,Information Technology Services,NSE
ROLTA INDIA LTD.,Technology Services,Information Technology Services,BSE
CAMBRIDGE TECH ENT,Technology Services,Information Technology Services,NSE
KFIN TECHNOLOGIES LTD,Technology Services,Packaged Software,NSE
CIGNITI TECHNOLOGI,Technology Services,Information Technology Services,NSE
TAC INFOSEC LTD,Technology Services,Packaged Software,NSE
VEDAVAAG SYSTEMS LTD.,Technology Services,Information Technology Services,BSE
R.S.SOFTWARE INDIA LTD.,Technology Services,Packaged Software,BSE
INFRONICS SYSTEMS LTD,Technology Services,Information Technology Services,BSE
TRIGYN TECHNOLOGIES LTD.,Technology Services,Information Technology Services,BSE
NEWGEN SOFTWARE TECHNOLOGIES L,Technology Services,Packaged Software,BSE
ALANKIT,Technology Services,Internet Software/Services,BSE
INTEGRA TELECOMMUNICATION & SO,Technology Services,Information Technology Services,BSE
KSOLVES INDIA LIMITED,Technology Services,Packaged Software,BSE
MELSTAR INFORMATION TECHNOLOGI,Technology Services,Information Technology Services,BSE
TAKE SOLUTIONS LTD.,Technology Services,Information Technology Services,BSE
BRIGHTCOM GROUP,Technology Services,Packaged Software,NSE
PERSISTENT SYSTEMS,Technology Services,Information Technology Services,NSE
HCKK VENTURES LIMITED,Technology Services,Packaged Software,BSE
FLOMIC GLOBAL LOGISTICS LIMITE,Transportation,Air Freight/Couriers,BSE
RIDDHI CORPORATE SERVICES LIMI,Transportation,Other Transportation,BSE
DELHIVERY LIMITED,Transportation,Air Freight/Couriers,BSE
FORTUNE INTERNATIONAL LTD.,Transportation,Air Freight/Couriers,BSE
MAHESHWARI LOGISTI,Transportation,Air Freight/Couriers,NSE
RITCO LOGISTICS LIMITED,Transportation,Trucking,BSE
CONTAINERWAY INTERNATIONAL LIM,Transportation,Air Freight/Couriers,BSE
JALAN TRANSOLUTION,Transportation,Air Freight/Couriers,NSE
JET FREIGHT LOGISTICS LTD,Transportation,Airlines,NSE
SAHARA MARITIME LIMITED,Transportation,Marine Shipping,BSE
SHIPPING CP INDIA,Transportation,Air Freight/Couriers,NSE
AMIABLE LOGISTICS,Transportation,Air Freight/Couriers,NSE
MEP INFRASTRUCTURE DEVELOPERS,Transportation,Other Transportation,BSE
DREAMFOLKS SERVICES LIMITED,Transportation,Other Transportation,BSE
FUTURE SUPPLY CHAIN SOLUTIONS,Transportation,Air Freight/Couriers,BSE
MEP INFRASTRUCTURE,Transportation,Other Transportation,NSE
BLUE DART EXPRESS,Transportation,Air Freight/Couriers,NSE
SINDHU TRADE LINKS LTD,Transportation,Air Freight/Couriers,NSE
VRL LOGISTICS LIMITED,Transportation,Trucking,BSE
GKW LTD,Transportation,Other Transportation,NSE
NORTH EASTERN CARRYING CORPORA,Transportation,Other Transportation,BSE
TRANSPORT CORPORATION OF INDIA,Transportation,Trucking,BSE
LYNX MACHINERY & COMMERCIALS L,Transportation,Other Transportation,BSE
TRANSVOY LOGISTICS INDIA LIMIT,Transportation,Air Freight/Couriers,BSE
CARGOTRANS MARITIME LIMITED,Transportation,Air Freight/Couriers,BSE
DREAMFOLKS SERVICES LTD,Transportation,Other Transportation,NSE
ORISSA BENGAL CARRIER LIMITED,Transportation,Trucking,BSE
JET AIRWAYS INDIA,Transportation,Airlines,NSE
NATURA HUE CHEM LTD.,Transportation,Air Freight/Couriers,BSE
ALLCARGO LOGISTICS LTD.,Transportation,Marine Shipping,BSE
MAHINDRA LOGISTICS,Transportation,Air Freight/Couriers,NSE
SANCO TRANS LTD.,Transportation,Other Transportation,BSE
NAVKAR CORPORATION LIMITED,Transportation,Other Transportation,BSE
MARINETRANS INDIA,Transportation,Other Transportation,NSE
COASTAL CORPORATION LTD,Transportation,Marine Shipping,NSE
ARVIND AND COMPANY,Transportation,Other Transportation,NSE
STARLOG ENTERPRISES LIMITED,Transportation,Other Transportation,BSE
INTERGLOBE AVIATIO,Transportation,Airlines,NSE
DREDGING CORP IND,Transportation,Marine Shipping,NSE
ASHOKA REFINERIES LTD.,Transportation,Air Freight/Couriers,BSE
MAHINDRA LOGISTICS LIMITED,Transportation,Air Freight/Couriers,BSE
DESTINY LOGISTICS,Transportation,Air Freight/Couriers,NSE
SICAL LOGISTICS LTD.,Transportation,Other Transportation,BSE
TAAL ENTERPRISES LIMITED,Transportation,Airlines,BSE
ALLCARGO GATI LIMITED,Transportation,Trucking,BSE
JET AIRWAYS (INDIA) LTD.,Transportation,Airlines,BSE
FUTURE MARKET NETWORKS LTD.,Transportation,Air Freight/Couriers,BSE
GREAT EASTERN SHIPPING CO.LTD.,Transportation,Marine Shipping,BSE
AVG LOGISTICS LTD,Transportation,Air Freight/Couriers,NSE
TIGER LOGISTICS (INDIA) LTD,Transportation,Air Freight/Couriers,BSE
INTER STATE OIL CARRIER LTD.,Transportation,Trucking,BSE
SEACOAST SHIPPING SERVICES LIM,Transportation,Air Freight/Couriers,BSE
CHARTERED LOGISTICS LTD.,Transportation,Trucking,BSE
BLUE DART EXPRESS LTD.,Transportation,Air Freight/Couriers,BSE
VRL LOGISTICS LTD,Transportation,Trucking,NSE
GMR AIRPORTS INFRA,Transportation,Other Transportation,NSE
BALURGHAT TECHNOLOGIES LTD.,Transportation,Trucking,BSE
KAUSHALYA LOGISTIC,Transportation,Air Freight/Couriers,NSE
SHREYAS SHIPPING & LOGISTICS L,Transportation,Marine Shipping,BSE
CARGOSOL LOGISTICS LIMITED,Transportation,Air Freight/Couriers,BSE
TCI EXPRESS LTD,Transportation,Air Freight/Couriers,NSE
JITF INFRALOGISTICS LIMITED,Transportation,Trucking,BSE
SICAL LOGISTICS LTD,Transportation,Other Transportation,NSE
SHREYAS SHIP & LO,Transportation,Marine Shipping,NSE
ORISSA BENGAL CARRIER LTD,Transportation,Trucking,NSE
ALLCARGO LOGISTICS,Transportation,Marine Shipping,NSE
ALLCARGO TERMINALS LIMITED,Transportation,Marine Shipping,BSE
ANTONY WASTE HDG CELL LTD,Transportation,Trucking,NSE
ZOMATO LIMITED,Transportation,Air Freight/Couriers,BSE
SHREE VASU LOGISTICS LTD,Transportation,Air Freight/Couriers,NSE
PATEL INTEGRATED L,Transportation,Other Transportation,NSE
SHIPPING CORPORATION OF INDIA,Transportation,Air Freight/Couriers,BSE
TVS SUPPLY CHAIN SOLUTIONS LIM,Transportation,Air Freight/Couriers,BSE
TIMESCAN LOGISTICS,Transportation,Air Freight/Couriers,NSE
LANCER CONTAINER LINES LIMITED,Transportation,Marine Shipping,BSE
SHREEJI TRANSLOGISTICS LIMITED,Transportation,Trucking,BSE
SINDHU TRADE LINKS LIMITED,Transportation,Air Freight/Couriers,BSE
BINNY LTD.,Transportation,Other Transportation,BSE
GCONNECT LOGITECH AND SUPPLY C,Transportation,Trucking,BSE
NORTH EASTERN CARR,Transportation,Other Transportation,NSE
INTERGLOBE AVIATION LIMITED,Transportation,Airlines,BSE
TOTAL TRANSPORT SYS LTD,Transportation,Air Freight/Couriers,NSE
MEGA CORPORATION LTD.,Transportation,Airlines,BSE
URBAN ENVIRO WASTE,Transportation,Trucking,NSE
S J LOGISTICS (IND,Transportation,Airlines,NSE
TVS SUPPLY CHAIN SOL L,Transportation,Air Freight/Couriers,NSE
COMMITTED CARGO CA,Transportation,Trucking,NSE
CONTAINER CORP,Transportation,Railroads,NSE
NAVKAR CORPORATION,Transportation,Other Transportation,NSE
CHOWGULE STEAMSHIPS LTD.,Transportation,Marine Shipping,BSE
PRIME FRESH LIMITED,Transportation,Other Transportation,BSE
ALLCARGO GATI LTD,Transportation,Trucking,NSE
GLOBE INTERNATIONA,Transportation,Trucking,NSE
COASTAL ROADWAYS LTD.,Transportation,Trucking,BSE
TRANSPORT CORP OF,Transportation,Trucking,NSE
RUCHI INFRASTRUCTU,Transportation,Other Transportation,NSE
DREDGING CORPORATION OF INDIA,Transportation,Marine Shipping,BSE
TCI EXPRESS LIMITED,Transportation,Air Freight/Couriers,BSE
SADHAV SHIPPING LI,Transportation,Other Transportation,NSE
GMR AIRPORTS INFRASTRUCTURE LI,Transportation,Other Transportation,BSE
AVG LOGISTICS LIMITED,Transportation,Air Freight/Couriers,BSE
DESTINY LOGISTICS,Transportation,Air Freight/Couriers,NSE
GUJARAT PIPAVAV PO,Transportation,Marine Shipping,NSE
SPICEJET LTD.,Transportation,Airlines,BSE
ESSAR SHIPPING LTD.,Transportation,Other Transportation,BSE
PATEL INTEGRATED LOGISTICS LTD,Transportation,Other Transportation,BSE
ESSAR SHIPPING LTD,Transportation,Other Transportation,NSE
EAST WEST HOLDINGS LIMITED,Transportation,Air Freight/Couriers,BSE
COASTAL CORPORATION LTD.,Transportation,Marine Shipping,BSE
ZOMATO LTD,Transportation,Air Freight/Couriers,NSE
ABHISHEK INTEGRATI,Transportation,Other Transportation,NSE
ALLCARGO TERMINALS LTD,Transportation,Marine Shipping,NSE
SHAHI SHIPPING LIMITED,Transportation,Marine Shipping,BSE
ADANI PORT SPECIAL,Transportation,Other Transportation,NSE
FUTURE MKT NETWORK,Transportation,Air Freight/Couriers,NSE
ASPINWALL AND COMP,Transportation,Air Freight/Couriers,NSE
ADANI PORTS AND SPECIAL ECONOM,Transportation,Other Transportation,BSE
ZEAL GLOBAL SERVIC,Transportation,Airlines,NSE
CONTAINER CORPORATION OF INDIA,Transportation,Railroads,BSE
ABC INDIA LTD.,Transportation,Air Freight/Couriers,BSE
JET FREIGHT LOGISTICS LIMITED,Transportation,Airlines,BSE
RITCO LOGISTICS LTD,Transportation,Trucking,NSE
ANTONY WASTE HANDLING CELL LIM,Transportation,Trucking,BSE
GUJARAT PIPAVAV PORT LTD.,Transportation,Marine Shipping,BSE
RUCHI INFRASTRUCTURE LTD.,Transportation,Other Transportation,BSE
DELHIVERY LTD,Transportation,Air Freight/Couriers,NSE
ACCURACY SHIPPING LTD,Transportation,Air Freight/Couriers,NSE
MFL INDIA LTD.,Transportation,Trucking,BSE
JITF INFRALOGISTIC,Transportation,Trucking,NSE
FUTURE SUPPLY CHAI,Transportation,Air Freight/Couriers,NSE
GREAT EASTERN SHI,Transportation,Marine Shipping,NSE
ADANI TOTAL GAS LIMITED,Utilities,Gas Distributors,BSE
INOX WIND ENERGY LTD,Utilities,Alternative Power Generation,NSE
AGNI GREEN POWER L,Utilities,Electric Utilities,NSE
ADANI ENERGY SOLUTIONS LIMITED,Utilities,Electric Utilities,BSE
RAVINDRA ENERGY LIMITED,Utilities,Alternative Power Generation,BSE
ENERGY DEV CO LTD,Utilities,Electric Utilities,NSE
JSW ENERGY LTD,Utilities,Electric Utilities,BSE
DPSC LTD,Utilities,Electric Utilities,NSE
UJAAS ENERGY LTD,Utilities,Alternative Power Generation,NSE
PTC INDIA LTD,Utilities,Electric Utilities,NSE
ADANI TOTAL GAS LTD,Utilities,Gas Distributors,NSE
INDOWIND ENERGY,Utilities,Electric Utilities,NSE
TEXMACO INFRASTRUCTURE & HOLDI,Utilities,Electric Utilities,BSE
RELIANCE INFRASTRU,Utilities,Electric Utilities,NSE
INDOWIND ENERGY LTD.,Utilities,Electric Utilities,BSE
TEXMACO INFRA & HO,Utilities,Electric Utilities,NSE
NLC INDIA LIMITED,Utilities,Electric Utilities,BSE
SJVN LTD,Utilities,Electric Utilities,NSE
RAJASTHAN CYLINDERS & CONTAINE,Utilities,Gas Distributors,BSE
NTPC LTD,Utilities,Electric Utilities,NSE
GAIL INDIA LTD,Utilities,Gas Distributors,NSE
JAYSHREE CHEMICALS LTD.,Utilities,Alternative Power Generation,BSE
TORRENT POWER LTD.,Utilities,Electric Utilities,BSE
JAIPRAKASH POWER VENTURES LIMI,Utilities,Electric Utilities,BSE
POWER GRID CORP,Utilities,Alternative Power Generation,NSE
MAHANAGAR GAS LIMITED,Utilities,Gas Distributors,BSE
INOX GREEN ENERGY SERVICES LIM,Utilities,Alternative Power Generation,BSE
GUJARAT INDUSTRIES POWER CO.LT,Utilities,Electric Utilities,BSE
KPI GREEN ENERGY LIMITED,Utilities,Alternative Power Generation,BSE
POWERGRID INFRASTRUCTURE INVES,Utilities,Electric Utilities,BSE
BAJEL PROJECTS LTD,Utilities,Alternative Power Generation,NSE
GUJARAT STATE PETR,Utilities,Gas Distributors,NSE
RELIANCE POWER LTD.,Utilities,Alternative Power Generation,BSE
SRM ENERGY LTD.,Utilities,Electric Utilities,BSE
PTC INDIA LTD.,Utilities,Electric Utilities,BSE
SWAN ENERGY LTD,Utilities,Electric Utilities,NSE
NLC INDIA LTD,Utilities,Electric Utilities,NSE
JSW ENERGY LTD,Utilities,Electric Utilities,NSE
NAVA LTD,Utilities,Electric Utilities,NSE
ORIENT GREEN POWER,Utilities,Electric Utilities,NSE
MADHAV INFRA PROJECTS LIMITED,Utilities,Electric Utilities,BSE
JYOTI STRUCTURES,Utilities,Electric Utilities,NSE
ORIENT GREEN POWER COMPANY LTD,Utilities,Electric Utilities,BSE
KPI GREEN ENERGY LTD,Utilities,Alternative Power Generation,NSE
GUJARAT GAS LIMITED,Utilities,Gas Distributors,BSE
INDRAPRASTHA GAS,Utilities,Gas Distributors,NSE
SG MART LIMITED,Utilities,Electric Utilities,BSE
WAAREE RENEWABLE TECHNOLOGIES,Utilities,Alternative Power Generation,BSE
USHDEV INTERNATIONAL LTD.,Utilities,Electric Utilities,BSE
UJAAS ENERGY LIMITED,Utilities,Alternative Power Generation,BSE
TATA POWER CO.LTD.,Utilities,Electric Utilities,BSE
GUJARAT GAS LTD,Utilities,Gas Distributors,NSE
CESC,Utilities,Electric Utilities,NSE
ADANI POWER LTD,Utilities,Electric Utilities,NSE
ADANI POWER LTD.,Utilities,Electric Utilities,BSE
K.P. ENERGY LIMITED,Utilities,Alternative Power Generation,BSE
RELIANCE INFRASTRUCTURE LTD.,Utilities,Electric Utilities,BSE
PETRONET LNG LTD.,Utilities,Gas Distributors,BSE
RUDRA GAS ENTERPRISE LIMITED,Utilities,Gas Distributors,BSE
JYOTI STRUCTURES LTD.,Utilities,Electric Utilities,BSE
INOX GREEN ENERGY SER LTD,Utilities,Alternative Power Generation,NSE
VENLON ENTERPRISES LTD.,Utilities,Alternative Power Generation,BSE
SWAN ENERGY LTD.,Utilities,Electric Utilities,BSE
INDRAPRASTHA GAS LTD.,Utilities,Gas Distributors,BSE
GUJARAT IND POWER,Utilities,Electric Utilities,NSE
INOX WIND ENERGY LIMITED,Utilities,Alternative Power Generation,BSE
POWER GRID CORPORATION OF INDI,Utilities,Alternative Power Generation,BSE
MAHANAGAR GAS LTD,Utilities,Gas Distributors,NSE
IND RENEWABLE ENERGY LTD,Utilities,Electric Utilities,BSE
BAJEL PROJECTS LIMITED,Utilities,Alternative Power Generation,BSE
ADANI GREEN ENERGY,Utilities,Electric Utilities,NSE
NAVA LIMITED,Utilities,Electric Utilities,BSE
SJVN LTD,Utilities,Electric Utilities,BSE
TORRENT POWER,Utilities,Electric Utilities,NSE
GITA RENEWABLE ENERGY LIMITED,Utilities,Electric Utilities,BSE
EKI ENERGY SERVICES LIMITED,Utilities,Electric Utilities,BSE
GUJARAT STATE PETRONET LTD.,Utilities,Gas Distributors,BSE
POWERGRID INFRA. INVITS,Utilities,Electric Utilities,NSE
ADANI ENERGY SOLUTION LTD,Utilities,Electric Utilities,NSE
NTPC LTD.,Utilities,Electric Utilities,BSE
NHPC LTD,Utilities,Electric Utilities,NSE
RAJASTHAN GASES LTD.,Utilities,Gas Distributors,BSE
KARMA ENERGY LTD.,Utilities,Electric Utilities,BSE
NHPC LTD.,Utilities,Electric Utilities,BSE
RELIANCE POWER,Utilities,Alternative Power Generation,NSE
KARMA ENERGY LTD,Utilities,Electric Utilities,NSE
RATTANINDIA POWER,Utilities,Electric Utilities,NSE
ADANI GREEN ENERGY LIMITED,Utilities,Electric Utilities,BSE
TATA POWER CO LTD,Utilities,Electric Utilities,NSE
CESC LTD.,Utilities,Electric Utilities,BSE
JAIPRAKASH POWER,Utilities,Electric Utilities,NSE
RATTANINDIA POWER LTD.,Utilities,Electric Utilities,BSE
PETRONET LNG,Utilities,Gas Distributors,NSE
ENERGY DEVELOPMENT COMPANY LTD,Utilities,Electric Utilities,BSE
WAA SOLAR LIMITED,Utilities,Electric Utilities,BSE
GAIL (INDIA) LTD.,Utilities,Gas Distributors,BSE
SEC RE NCD 9.21% SR 1,,,NSE
AKANKSHA POWER,,,NSE
MIRAE ASSET MUTUAL FUND,,,BSE
CHOLAMANDALAM INV,,,NSE
SEC RE NCD 9.00% SR I,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
LIC MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
BLUE PEBBLE LTD,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
INDIABULLS HOUSING,,,NSE
IIFL SAMASTA FINA,,,NSE
MUSIC BROADCAST LTD,,,NSE
SEC RE NCD 9.75% SR. I,,,NSE
ALUWIND ARCHITECTURAL LTD,,,NSE
HRH NEXT SERVICES,,,NSE
SAHAJ FASHIONS LIM,,,NSE
UTI MUTUAL FUND,,,BSE
YUG DECOR LTD,,,BSE
NAVI FINSERV LTD,,,NSE
AURUM PROPTECH LTD,,,NSE
DCG CABLES & WIRES,,,NSE
SEC RE NCGB 8.25% STRPP A,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
ALUWIND ARCHITECTU,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
SEC RE NCD 8% SR I,,,NSE
DEEM ROLL TECH LIM,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
MIRAE ASSET MUTUAL FUND,,,BSE
M.V.K. AGRO FOOD P,,,NSE
MIRAE ASSET MUTUAL FUND,,,BSE
GRILL SPLENDOUR SER LTD,,,NSE
TEERTH GOPICON LTD,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
INDIABULLS HOUSING,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
NDR INVIT TRUST,,,NSE
ITALIAN EDIBLES PR,,,NSE
SHREE OSFM E-MOBIL,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
TEERTH GOPICON LTD,,,NSE
RADHAGOBIND COMMERCIAL LIMITED,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
GRAPHISADS LTD,,,NSE
INDIABULLS HOUSING,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
INDIABULLS HOUSING,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
HDFC MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
INDIABULLS HOUSING,,,NSE
SKIPPER LIMITED,,,BSE
SEC RE NCD 9% SR.VI,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
ONECLICK LOGISTICS,,,NSE
PRESSTONIC ENGINEE,,,NSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
NIPPON INDIA MUTUAL FUND,,,BSE
INDIABULLS HOUSING,,,NSE
SKIPPER LTD,,,NSE
